hello worldsink_buff:100 
 cnt:0  val: -1384 
 cnt:997  val: -7460 
 cnt:998  val: -7320 
 cnt:999  val: -7008 
 cnt:1000  val: -7008 
 cnt:1001  val: -7008 
 cnt:1002  val: -6852 
 cnt:1003  val: -6676 
 cnt:1004  val: -6256 
 cnt:1005  val: -6544 
 cnt:1006  val: -6236 
 cnt:1007  val: -6004 
 cnt:1008  val: -5996 
 cnt:1009  val: -6004 
 cnt:1010  val: -5996 
 cnt:1011  val: -6004 
 cnt:1012  val: -5996 
 cnt:1013  val: -6076 
 cnt:1014  val: -6592 
 cnt:1015  val: -6136 
 cnt:1016  val: -6152 
 cnt:1017  val: -6664 
 cnt:1018  val: -6668 
 cnt:1019  val: -6748 
 cnt:1020  val: -6988 
 cnt:1021  val: -7068 
 cnt:1022  val: -7340 
 cnt:1023  val: -7348 
 cnt:1024  val: -7484 
 cnt:1025  val: -7988 
 cnt:1026  val: -7580 
 cnt:1027  val: -7620 
 cnt:1028  val: -8000 
 cnt:1029  val: -8000 
 cnt:1030  val: -8000 
 cnt:1031  val: -8000 
 cnt:1032  val: -8000 
 cnt:1033  val: -8000 
 cnt:1034  val: -7980 
 cnt:1035  val: -7460 
 cnt:1036  val: -7740 
 cnt:1037  val: -7460 
 cnt:1038  val: -7320 
 cnt:1039  val: -7008 
 cnt:1040  val: -7008 
 cnt:1041  val: -7008 
 cnt:1042  val: -6852 
 cnt:1043  val: -6676 
 cnt:1044  val: -6256 
 cnt:1045  val: -6544 
 cnt:1046  val: -6236 
 cnt:1047  val: -6004 
 cnt:1048  val: -5996 
 cnt:1049  val: -6004 
 cnt:1050  val: -5996 
 cnt:1051  val: -6004 
 cnt:1052  val: -5996 
 cnt:1053  val: -6076 
 cnt:1054  val: -6592 
 cnt:1055  val: -6136 
 cnt:1056  val: -6152 
 cnt:1057  val: -6664 
 cnt:1058  val: -6668 
 cnt:1059  val: -6748 
 cnt:1060  val: -6988 
 cnt:1061  val: -7068 
 cnt:1062  val: -7340 
 cnt:1063  val: -7348 
 cnt:1064  val: -7484 
 cnt:1065  val: -7988 
 cnt:1066  val: -7580 
 cnt:1067  val: -7620 
 cnt:1068  val: -8000 
 cnt:1069  val: -8000 
 cnt:1070  val: -8000 
 cnt:1071  val: -8000 
 cnt:1072  val: -8000 
 cnt:1073  val: -8000 
 cnt:1074  val: -7980 
 cnt:1075  val: -7460 
 cnt:1076  val: -7740 
 cnt:1077  val: -7460 
 cnt:1078  val: -7320 
 cnt:1079  val: -7008 
 cnt:1080  val: -7008 
 cnt:1081  val: -7008 
 cnt:1082  val: -6852 
 cnt:1083  val: -6676 
 cnt:1084  val: -6256 
 cnt:1085  val: -6544 
 cnt:1086  val: -6236 
 cnt:1087  val: -6004 
 cnt:1088  val: -5996 
 cnt:1089  val: -6004 
 cnt:1090  val: -5996 
 cnt:1091  val: -6004 
 cnt:1092  val: -5996 
 cnt:1093  val: -6076 
 cnt:1094  val: -6592 
 cnt:1095  val: -6136 
 cnt:1096  val: -6152 
 cnt:1097  val: -6664 
 cnt:1098  val: -6668 
 cnt:1099  val: -6748 
 cnt:1100  val: -6988 
 cnt:1101  val: -7068 
 cnt:1102  val: -7340 
 cnt:1103  val: -7348 
 cnt:1104  val: -7484 
 cnt:1105  val: -7988 
 cnt:1106  val: -7580 
 cnt:1107  val: -7620 
 cnt:1108  val: -8000 
 cnt:1109  val: -8000 
 cnt:1110  val: -8000 
 cnt:1111  val: -8000 
 cnt:1112  val: -8000 
 cnt:1113  val: -8000 
 cnt:1114  val: -7980 
 cnt:1115  val: -7460 
 cnt:1116  val: -7740 
 cnt:1117  val: -7460 
 cnt:1118  val: -7320 
 cnt:1119  val: -7008 
 cnt:1120  val: -7008 
 cnt:1121  val: -7008 
 cnt:1122  val: -6852 
 cnt:1123  val: -6676 
 cnt:1124  val: -6256 
 cnt:1125  val: -6544 
 cnt:1126  val: -6236 
 cnt:1127  val: -6004 
 cnt:1128  val: -5996 
 cnt:1129  val: -6004 
 cnt:1130  val: -5996 
 cnt:1131  val: -6004 
 cnt:1132  val: -5996 
 cnt:1133  val: -6076 
 cnt:1134  val: -6592 
 cnt:1135  val: -6136 
 cnt:1136  val: -6152 
 cnt:1137  val: -6664 
 cnt:1138  val: -6668 
 cnt:1139  val: -6748 
 cnt:1140  val: -6988 
 cnt:1141  val: -7068 
 cnt:1142  val: -7340 
 cnt:1143  val: -7348 
 cnt:1144  val: -7484 
 cnt:1145  val: -7988 
 cnt:1146  val: -7580 
 cnt:1147  val: -7620 
 cnt:1148  val: -8000 
 cnt:1149  val: -8000 
 cnt:1150  val: -8000 
 cnt:1151  val: -8000 
 cnt:1152  val: -8000 
 cnt:1153  val: -8000 
 cnt:1154  val: -7980 
 cnt:1155  val: -7460 
 cnt:1156  val: -7740 
 cnt:1157  val: -7460 
 cnt:1158  val: -7320 
 cnt:1159  val: -7008 
 cnt:1160  val: -7008 
 cnt:1161  val: -7008 
 cnt:1162  val: -6852 
 cnt:1163  val: -6676 
 cnt:1164  val: -6256 
 cnt:1165  val: -6544 
 cnt:1166  val: -6236 
 cnt:1167  val: -6004 
 cnt:1168  val: -5996 
 cnt:1169  val: -6004 
 cnt:1170  val: -5996 
 cnt:1171  val: -6004 
 cnt:1172  val: -5996 
 cnt:1173  val: -6076 
 cnt:1174  val: -6592 
 cnt:1175  val: -6136 
 cnt:1176  val: -6152 
 cnt:1177  val: -6664 
 cnt:1178  val: -6668 
 cnt:1179  val: -6748 
 cnt:1180  val: -6988 
 cnt:1181  val: -7068 
 cnt:1182  val: -7340 
 cnt:1183  val: -7348 
 cnt:1184  val: -7484 
 cnt:1185  val: -7988 
 cnt:1186  val: -7580 
 cnt:1187  val: -7620 
 cnt:1188  val: -8000 
 cnt:1189  val: -8000 
 cnt:1190  val: -8000 
 cnt:1191  val: -8000 
 cnt:1192  val: -8000 
 cnt:1193  val: -8000 
 cnt:1194  val: -7980 
 cnt:1195  val: -7460 
 cnt:1196  val: -7740 
 cnt:1197  val: -7460 
 cnt:1198  val: -7320 
 cnt:1199  val: -7008 
 cnt:1200  val: -7008 
 cnt:1201  val: -7008 
 cnt:1202  val: -6852 
 cnt:1203  val: -6676 
 cnt:1204  val: -6256 
 cnt:1205  val: -6544 
 cnt:1206  val: -6236 
 cnt:1207  val: -6004 
 cnt:1208  val: -5996 
 cnt:1209  val: -6004 
 cnt:1210  val: -5996 
 cnt:1211  val: -6004 
 cnt:1212  val: -5996 
 cnt:1213  val: -6076 
 cnt:1214  val: -6592 
 cnt:1215  val: -6136 
 cnt:1216  val: -6152 
 cnt:1217  val: -6664 
 cnt:1218  val: -6668 
 cnt:1219  val: -6748 
 cnt:1220  val: -6988 
 cnt:1221  val: -7068 
 cnt:1222  val: -7340 
 cnt:1223  val: -7348 
 cnt:1224  val: -7484 
 cnt:1225  val: -7988 
 cnt:1226  val: -7580 
 cnt:1227  val: -7620 
 cnt:1228  val: -8000 
 cnt:1229  val: -8000 
 cnt:1230  val: -8000 
 cnt:1231  val: -8000 
 cnt:1232  val: -8000 
 cnt:1233  val: -8000 
 cnt:1234  val: -7980 
 cnt:1235  val: -7460 
 cnt:1236  val: -7740 
 cnt:1237  val: -7460 
 cnt:1238  val: -7320 
 cnt:1239  val: -7008 
 cnt:1240  val: -7008 
 cnt:1241  val: -7008 
 cnt:1242  val: -6852 
 cnt:1243  val: -6676 
 cnt:1244  val: -6256 
 cnt:1245  val: -6544 
 cnt:1246  val: -6236 
 cnt:1247  val: -6004 
 cnt:1248  val: -5996 
 cnt:1249  val: -6004 
 cnt:1250  val: -5996 
 cnt:1251  val: -6004 
 cnt:1252  val: -5996 
 cnt:1253  val: -6076 
 cnt:1254  val: -6592 
 cnt:1255  val: -6136 
 cnt:1256  val: -6152 
 cnt:1257  val: -6664 
 cnt:1258  val: -6668 
 cnt:1259  val: -6748 
 cnt:1260  val: -6988 
 cnt:1261  val: -7068 
 cnt:1262  val: -7340 
 cnt:1263  val: -7348 
 cnt:1264  val: -7484 
 cnt:1265  val: -7988 
 cnt:1266  val: -7580 
 cnt:1267  val: -7620 
 cnt:1268  val: -8000 
 cnt:1269  val: -8000 
 cnt:1270  val: -8000 
 cnt:1271  val: -8000 
 cnt:1272  val: -8000 
 cnt:1273  val: -8000 
 cnt:1274  val: -7980 
 cnt:1275  val: -7460 
 cnt:1276  val: -7740 
 cnt:1277  val: -7460 
 cnt:1278  val: -7320 
 cnt:1279  val: -7008 
 cnt:1280  val: -7008 
 cnt:1281  val: -7008 
 cnt:1282  val: -6852 
 cnt:1283  val: -6676 
 cnt:1284  val: -6256 
 cnt:1285  val: -6544 
 cnt:1286  val: -6236 
 cnt:1287  val: -6004 
 cnt:1288  val: -5996 
 cnt:1289  val: -6004 
 cnt:1290  val: -5996 
 cnt:1291  val: -6004 
 cnt:1292  val: -5996 
 cnt:1293  val: -6076 
 cnt:1294  val: -6592 
 cnt:1295  val: -6136 
 cnt:1296  val: -6152 
 cnt:1297  val: -6664 
 cnt:1298  val: -6668 
 cnt:1299  val: -6748 
 cnt:1300  val: -6988 
 cnt:1301  val: -7068 
 cnt:1302  val: -7340 
 cnt:1303  val: -7348 
 cnt:1304  val: -7484 
 cnt:1305  val: -7988 
 cnt:1306  val: -7580 
 cnt:1307  val: -7620 
 cnt:1308  val: -8000 
 cnt:1309  val: -8000 
 cnt:1310  val: -8000 
 cnt:1311  val: -8000 
 cnt:1312  val: -8000 
 cnt:1313  val: -8000 
 cnt:1314  val: -7980 
 cnt:1315  val: -7460 
 cnt:1316  val: -7740 
 cnt:1317  val: -7460 
 cnt:1318  val: -7320 
 cnt:1319  val: -7008 
 cnt:1320  val: -7008 
 cnt:1321  val: -7008 
 cnt:1322  val: -6852 
 cnt:1323  val: -6676 
 cnt:1324  val: -6256 
 cnt:1325  val: -6544 
 cnt:1326  val: -6236 
 cnt:1327  val: -6004 
 cnt:1328  val: -5996 
 cnt:1329  val: -6004 
 cnt:1330  val: -5996 
 cnt:1331  val: -6004 
 cnt:1332  val: -5996 
 cnt:1333  val: -6076 
 cnt:1334  val: -6592 
 cnt:1335  val: -6136 
 cnt:1336  val: -6152 
 cnt:1337  val: -6664 
 cnt:1338  val: -6668 
 cnt:1339  val: -6748 
 cnt:1340  val: -6988 
 cnt:1341  val: -7068 
 cnt:1342  val: -7340 
 cnt:1343  val: -7348 
 cnt:1344  val: -7484 
 cnt:1345  val: -7988 
 cnt:1346  val: -7580 
 cnt:1347  val: -7620 
 cnt:1348  val: -8000 
 cnt:1349  val: -8000 
 cnt:1350  val: -8000 
 cnt:1351  val: -8000 
 cnt:1352  val: -8000 
 cnt:1353  val: -8000 
 cnt:1354  val: -7980 
 cnt:1355  val: -7460 
 cnt:1356  val: -7740 
 cnt:1357  val: -7460 
 cnt:1358  val: -7320 
 cnt:1359  val: -7008 
 cnt:1360  val: -7008 
 cnt:1361  val: -7008 
 cnt:1362  val: -6852 
 cnt:1363  val: -6676 
 cnt:1364  val: -6256 
 cnt:1365  val: -6544 
 cnt:1366  val: -6236 
 cnt:1367  val: -6004 
 cnt:1368  val: -5996 
 cnt:1369  val: -6004 
 cnt:1370  val: -5996 
 cnt:1371  val: -6004 
 cnt:1372  val: -5996 
 cnt:1373  val: -6076 
 cnt:1374  val: -6592 
 cnt:1375  val: -6136 
 cnt:1376  val: -6152 
 cnt:1377  val: -6664 
 cnt:1378  val: -6668 
 cnt:1379  val: -6748 
 cnt:1380  val: -6988 
 cnt:1381  val: -7068 
 cnt:1382  val: -7340 
 cnt:1383  val: -7348 
 cnt:1384  val: -7484 
 cnt:1385  val: -7988 
 cnt:1386  val: -7580 
 cnt:1387  val: -7620 
 cnt:1388  val: -8000 
 cnt:1389  val: -8000 
 cnt:1390  val: -8000 
 cnt:1391  val: -8000 
 cnt:1392  val: -8000 
 cnt:1393  val: -8000 
 cnt:1394  val: -7980 
 cnt:1395  val: -7460 
 cnt:1396  val: -7740 
 cnt:1397  val: -7460 
 cnt:1398  val: -7320 
 cnt:1399  val: -7008 
 cnt:1400  val: -7008 
 cnt:1401  val: -7008 
 cnt:1402  val: -6852 
 cnt:1403  val: -6676 
 cnt:1404  val: -6256 
 cnt:1405  val: -6544 
 cnt:1406  val: -6236 
 cnt:1407  val: -6004 
 cnt:1408  val: -5996 
 cnt:1409  val: -6004 
 cnt:1410  val: -5996 
 cnt:1411  val: -6004 
 cnt:1412  val: -5996 
 cnt:1413  val: -6076 
 cnt:1414  val: -6592 
 cnt:1415  val: -6136 
 cnt:1416  val: -6152 
 cnt:1417  val: -6664 
 cnt:1418  val: -6668 
 cnt:1419  val: -6748 
 cnt:1420  val: -6988 
 cnt:1421  val: -7068 
 cnt:1422  val: -7340 
 cnt:1423  val: -7348 
 cnt:1424  val: -7484 
 cnt:1425  val: -7988 
 cnt:1426  val: -7580 
 cnt:1427  val: -7620 
 cnt:1428  val: -8000 
 cnt:1429  val: -8000 
 cnt:1430  val: -8000 
 cnt:1431  val: -8000 
 cnt:1432  val: -8000 
 cnt:1433  val: -8000 
 cnt:1434  val: -7980 
 cnt:1435  val: -7460 
 cnt:1436  val: -7740 
 cnt:1437  val: -7460 
 cnt:1438  val: -7320 
 cnt:1439  val: -7008 
 cnt:1440  val: -7008 
 cnt:1441  val: -7008 
 cnt:1442  val: -6852 
 cnt:1443  val: -6676 
 cnt:1444  val: -6256 
 cnt:1445  val: -6544 
 cnt:1446  val: -6236 
 cnt:1447  val: -6004 
 cnt:1448  val: -5996 
 cnt:1449  val: -6004 
 cnt:1450  val: -5996 
 cnt:1451  val: -6004 
 cnt:1452  val: -5996 
 cnt:1453  val: -6076 
 cnt:1454  val: -6592 
 cnt:1455  val: -6136 
 cnt:1456  val: -6152 
 cnt:1457  val: -6664 
 cnt:1458  val: -6668 
 cnt:1459  val: -6748 
 cnt:1460  val: -6988 
 cnt:1461  val: -7068 
 cnt:1462  val: -7340 
 cnt:1463  val: -7348 
 cnt:1464  val: -7484 
 cnt:1465  val: -7988 
 cnt:1466  val: -7580 
 cnt:1467  val: -7620 
 cnt:1468  val: -8000 
 cnt:1469  val: -8000 
 cnt:1470  val: -8000 
 cnt:1471  val: -8000 
 cnt:1472  val: -8000 
 cnt:1473  val: -8000 
 cnt:1474  val: -7980 
 cnt:1475  val: -7460 
 cnt:1476  val: -7740 
 cnt:1477  val: -7460 
 cnt:1478  val: -7320 
 cnt:1479  val: -7008 
 cnt:1480  val: -7008 
 cnt:1481  val: -7008 
 cnt:1482  val: -6852 
 cnt:1483  val: -6676 
 cnt:1484  val: -6256 
 cnt:1485  val: -6544 
 cnt:1486  val: -6236 
 cnt:1487  val: -6004 
 cnt:1488  val: -5996 
 cnt:1489  val: -6004 
 cnt:1490  val: -5996 
 cnt:1491  val: -6004 
 cnt:1492  val: -5996 
 cnt:1493  val: -6076 
 cnt:1494  val: -6592 
 cnt:1495  val: -6136 
 cnt:1496  val: -6152 
 cnt:1497  val: -6664 
 cnt:1498  val: -6668 
 cnt:1499  val: -6748 
 cnt:1500  val: -6988 
 cnt:1501  val: -7068 
 cnt:1502  val: -7340 
 cnt:1503  val: -7348 
 cnt:1504  val: -7484 
 cnt:1505  val: -7988 
 cnt:1506  val: -7580 
 cnt:1507  val: -7620 
 cnt:1508  val: -8000 
 cnt:1509  val: -8000 
 cnt:1510  val: -8000 
 cnt:1511  val: -8000 
 cnt:1512  val: -8000 
 cnt:1513  val: -8000 
 cnt:1514  val: -7980 
 cnt:1515  val: -7460 
 cnt:1516  val: -7740 
 cnt:1517  val: -7460 
 cnt:1518  val: -7320 
 cnt:1519  val: -7008 
 cnt:1520  val: -7008 
 cnt:1521  val: -7008 
 cnt:1522  val: -6852 
 cnt:1523  val: -6676 
 cnt:1524  val: -6256 
 cnt:1525  val: -6544 
 cnt:1526  val: -6236 
 cnt:1527  val: -6004 
 cnt:1528  val: -5996 
 cnt:1529  val: -6004 
 cnt:1530  val: -5996 
 cnt:1531  val: -6004 
 cnt:1532  val: -5996 
 cnt:1533  val: -6076 
 cnt:1534  val: -6592 
 cnt:1535  val: -6136 
 cnt:1536  val: -6152 
 cnt:1537  val: -6664 
 cnt:1538  val: -6668 
 cnt:1539  val: -6748 
 cnt:1540  val: -6988 
 cnt:1541  val: -7068 
 cnt:1542  val: -7340 
 cnt:1543  val: -7348 
 cnt:1544  val: -7484 
 cnt:1545  val: -7988 
 cnt:1546  val: -7580 
 cnt:1547  val: -7620 
 cnt:1548  val: -8000 
 cnt:1549  val: -8000 
 cnt:1550  val: -8000 
 cnt:1551  val: -8000 
 cnt:1552  val: -8000 
 cnt:1553  val: -8000 
 cnt:1554  val: -7980 
 cnt:1555  val: -7460 
 cnt:1556  val: -7740 
 cnt:1557  val: -7460 
 cnt:1558  val: -7320 
 cnt:1559  val: -7008 
 cnt:1560  val: -7008 
 cnt:1561  val: -7008 
 cnt:1562  val: -6852 
 cnt:1563  val: -6676 
 cnt:1564  val: -6256 
 cnt:1565  val: -6544 
 cnt:1566  val: -6236 
 cnt:1567  val: -6004 
 cnt:1568  val: -5996 
 cnt:1569  val: -6004 
 cnt:1570  val: -5996 
 cnt:1571  val: -6004 
 cnt:1572  val: -5996 
 cnt:1573  val: -6076 
 cnt:1574  val: -6592 
 cnt:1575  val: -6136 
 cnt:1576  val: -6152 
 cnt:1577  val: -6664 
 cnt:1578  val: -6668 
 cnt:1579  val: -6748 
 cnt:1580  val: -6988 
 cnt:1581  val: -7068 
 cnt:1582  val: -7340 
 cnt:1583  val: -7348 
 cnt:1584  val: -7484 
 cnt:1585  val: -7988 
 cnt:1586  val: -7580 
 cnt:1587  val: -7620 
 cnt:1588  val: -8000 
 cnt:1589  val: -8000 
 cnt:1590  val: -8000 
 cnt:1591  val: -8000 
 cnt:1592  val: -8000 
 cnt:1593  val: -8000 
 cnt:1594  val: -7980 
 cnt:1595  val: -7460 
 cnt:1596  val: -7740 
 cnt:1597  val: -7460 
 cnt:1598  val: -7320 
 cnt:1599  val: -7008 
 cnt:1600  val: -7008 
 cnt:1601  val: -7008 
 cnt:1602  val: -6852 
 cnt:1603  val: -6676 
 cnt:1604  val: -6256 
 cnt:1605  val: -6544 
 cnt:1606  val: -6236 
 cnt:1607  val: -6004 
 cnt:1608  val: -5996 
 cnt:1609  val: -6004 
 cnt:1610  val: -5996 
 cnt:1611  val: -6004 
 cnt:1612  val: -5996 
 cnt:1613  val: -6076 
 cnt:1614  val: -6592 
 cnt:1615  val: -6136 
 cnt:1616  val: -6152 
 cnt:1617  val: -6664 
 cnt:1618  val: -6668 
 cnt:1619  val: -6748 
 cnt:1620  val: -6988 
 cnt:1621  val: -7068 
 cnt:1622  val: -7340 
 cnt:1623  val: -7348 
 cnt:1624  val: -7484 
 cnt:1625  val: -7988 
 cnt:1626  val: -7580 
 cnt:1627  val: -7620 
 cnt:1628  val: -8000 
 cnt:1629  val: -8000 
 cnt:1630  val: -8000 
 cnt:1631  val: -8000 
 cnt:1632  val: -8000 
 cnt:1633  val: -8000 
 cnt:1634  val: -7980 
 cnt:1635  val: -7460 
 cnt:1636  val: -7740 
 cnt:1637  val: -7460 
 cnt:1638  val: -7320 
 cnt:1639  val: -7008 
 cnt:1640  val: -7008 
 cnt:1641  val: -7008 
 cnt:1642  val: -6852 
 cnt:1643  val: -6676 
 cnt:1644  val: -6256 
 cnt:1645  val: -6544 
 cnt:1646  val: -6236 
 cnt:1647  val: -6004 
 cnt:1648  val: -5996 
 cnt:1649  val: -6004 
 cnt:1650  val: -5996 
 cnt:1651  val: -6004 
 cnt:1652  val: -5996 
 cnt:1653  val: -6076 
 cnt:1654  val: -6592 
 cnt:1655  val: -6136 
 cnt:1656  val: -6152 
 cnt:1657  val: -6664 
 cnt:1658  val: -6668 
 cnt:1659  val: -6748 
 cnt:1660  val: -6988 
 cnt:1661  val: -7068 
 cnt:1662  val: -7340 
 cnt:1663  val: -7348 
 cnt:1664  val: -7484 
 cnt:1665  val: -7988 
 cnt:1666  val: -7580 
 cnt:1667  val: -7620 
 cnt:1668  val: -8000 
 cnt:1669  val: -8000 
 cnt:1670  val: -8000 
 cnt:1671  val: -8000 
 cnt:1672  val: -8000 
 cnt:1673  val: -8000 
 cnt:1674  val: -7980 
 cnt:1675  val: -7460 
 cnt:1676  val: -7740 
 cnt:1677  val: -7460 
 cnt:1678  val: -7320 
 cnt:1679  val: -7008 
 cnt:1680  val: -7008 
 cnt:1681  val: -7008 
 cnt:1682  val: -6852 
 cnt:1683  val: -6676 
 cnt:1684  val: -6256 
 cnt:1685  val: -6544 
 cnt:1686  val: -6236 
 cnt:1687  val: -6004 
 cnt:1688  val: -5996 
 cnt:1689  val: -6004 
 cnt:1690  val: -5996 
 cnt:1691  val: -6004 
 cnt:1692  val: -5996 
 cnt:1693  val: -6076 
 cnt:1694  val: -6592 
 cnt:1695  val: -6136 
 cnt:1696  val: -6152 
 cnt:1697  val: -6664 
 cnt:1698  val: -6668 
 cnt:1699  val: -6748 
 cnt:1700  val: -6988 
 cnt:1701  val: -7068 
 cnt:1702  val: -7340 
 cnt:1703  val: -7348 
 cnt:1704  val: -7484 
 cnt:1705  val: -7988 
 cnt:1706  val: -7580 
 cnt:1707  val: -7620 
 cnt:1708  val: -8000 
 cnt:1709  val: -8000 
 cnt:1710  val: -8000 
 cnt:1711  val: -8000 
 cnt:1712  val: -8000 
 cnt:1713  val: -8000 
 cnt:1714  val: -7980 
 cnt:1715  val: -7460 
 cnt:1716  val: -7740 
 cnt:1717  val: -7460 
 cnt:1718  val: -7320 
 cnt:1719  val: -7008 
 cnt:1720  val: -7008 
 cnt:1721  val: -7008 
 cnt:1722  val: -6852 
 cnt:1723  val: -6676 
 cnt:1724  val: -6256 
 cnt:1725  val: -6544 
 cnt:1726  val: -6236 
 cnt:1727  val: -6004 
 cnt:1728  val: -5996 
 cnt:1729  val: -6004 
 cnt:1730  val: -5996 
 cnt:1731  val: -6004 
 cnt:1732  val: -5996 
 cnt:1733  val: -6076 
 cnt:1734  val: -6592 
 cnt:1735  val: -6136 
 cnt:1736  val: -6152 
 cnt:1737  val: -6664 
 cnt:1738  val: -6668 
 cnt:1739  val: -6748 
 cnt:1740  val: -6988 
 cnt:1741  val: -7068 
 cnt:1742  val: -7340 
 cnt:1743  val: -7348 
 cnt:1744  val: -7484 
 cnt:1745  val: -7988 
 cnt:1746  val: -7580 
 cnt:1747  val: -7620 
 cnt:1748  val: -8000 
 cnt:1749  val: -8000 
 cnt:1750  val: -8000 
 cnt:1751  val: -8000 
 cnt:1752  val: -8000 
 cnt:1753  val: -8000 
 cnt:1754  val: -7980 
 cnt:1755  val: -7460 
 cnt:1756  val: -7740 
 cnt:1757  val: -7460 
 cnt:1758  val: -7320 
 cnt:1759  val: -7008 
 cnt:1760  val: -7008 
 cnt:1761  val: -7008 
 cnt:1762  val: -6852 
 cnt:1763  val: -6676 
 cnt:1764  val: -6256 
 cnt:1765  val: -6544 
 cnt:1766  val: -6236 
 cnt:1767  val: -6004 
 cnt:1768  val: -5996 
 cnt:1769  val: -6004 
 cnt:1770  val: -5996 
 cnt:1771  val: -6004 
 cnt:1772  val: -5996 
 cnt:1773  val: -6076 
 cnt:1774  val: -6592 
 cnt:1775  val: -6136 
 cnt:1776  val: -6152 
 cnt:1777  val: -6664 
 cnt:1778  val: -6668 
 cnt:1779  val: -6748 
 cnt:1780  val: -6988 
 cnt:1781  val: -7068 
 cnt:1782  val: -7340 
 cnt:1783  val: -7348 
 cnt:1784  val: -7484 
 cnt:1785  val: -7988 
 cnt:1786  val: -7580 
 cnt:1787  val: -7620 
 cnt:1788  val: -8000 
 cnt:1789  val: -8000 
 cnt:1790  val: -8000 
 cnt:1791  val: -8000 
 cnt:1792  val: -8000 
 cnt:1793  val: -8000 
 cnt:1794  val: -7980 
 cnt:1795  val: -7460 
 cnt:1796  val: -7740 
 cnt:1797  val: -7460 
 cnt:1798  val: -7320 
 cnt:1799  val: -7008 
 cnt:1800  val: -7008 
 cnt:1801  val: -7008 
 cnt:1802  val: -6852 
 cnt:1803  val: -6676 
 cnt:1804  val: -6256 
 cnt:1805  val: -6544 
 cnt:1806  val: -6236 
 cnt:1807  val: -6004 
 cnt:1808  val: -5996 
 cnt:1809  val: -6004 
 cnt:1810  val: -5996 
 cnt:1811  val: -6004 
 cnt:1812  val: -5996 
 cnt:1813  val: -6076 
 cnt:1814  val: -6592 
 cnt:1815  val: -6136 
 cnt:1816  val: -6152 
 cnt:1817  val: -6664 
 cnt:1818  val: -6668 
 cnt:1819  val: -6748 
 cnt:1820  val: -6988 
 cnt:1821  val: -7068 
 cnt:1822  val: -7340 
 cnt:1823  val: -7348 
 cnt:1824  val: -7484 
 cnt:1825  val: -7988 
 cnt:1826  val: -7580 
 cnt:1827  val: -7620 
 cnt:1828  val: -8000 
 cnt:1829  val: -8000 
 cnt:1830  val: -8000 
 cnt:1831  val: -8000 
 cnt:1832  val: -8000 
 cnt:1833  val: -8000 
 cnt:1834  val: -7980 
 cnt:1835  val: -7460 
 cnt:1836  val: -7740 
 cnt:1837  val: -7460 
 cnt:1838  val: -7320 
 cnt:1839  val: -7008 
 cnt:1840  val: -7008 
 cnt:1841  val: -7008 
 cnt:1842  val: -6852 
 cnt:1843  val: -6676 
 cnt:1844  val: -6256 
 cnt:1845  val: -6544 
 cnt:1846  val: -6236 
 cnt:1847  val: -6004 
 cnt:1848  val: -5996 
 cnt:1849  val: -6004 
 cnt:1850  val: -5996 
 cnt:1851  val: -6004 
 cnt:1852  val: -5996 
 cnt:1853  val: -6076 
 cnt:1854  val: -6592 
 cnt:1855  val: -6136 
 cnt:1856  val: -6152 
 cnt:1857  val: -6664 
 cnt:1858  val: -6668 
 cnt:1859  val: -6748 
 cnt:1860  val: -6988 
 cnt:1861  val: -7068 
 cnt:1862  val: -7340 
 cnt:1863  val: -7348 
 cnt:1864  val: -7484 
 cnt:1865  val: -7988 
 cnt:1866  val: -7580 
 cnt:1867  val: -7620 
 cnt:1868  val: -8000 
 cnt:1869  val: -8000 
 cnt:1870  val: -8000 
 cnt:1871  val: -8000 
 cnt:1872  val: -8000 
 cnt:1873  val: -8000 
 cnt:1874  val: -7980 
 cnt:1875  val: -7460 
 cnt:1876  val: -7740 
 cnt:1877  val: -7460 
 cnt:1878  val: -7320 
 cnt:1879  val: -7008 
 cnt:1880  val: -7008 
 cnt:1881  val: -7008 
 cnt:1882  val: -6852 
 cnt:1883  val: -6676 
 cnt:1884  val: -6256 
 cnt:1885  val: -6544 
 cnt:1886  val: -6236 
 cnt:1887  val: -6004 
 cnt:1888  val: -5996 
 cnt:1889  val: -6004 
 cnt:1890  val: -5996 
 cnt:1891  val: -6004 
 cnt:1892  val: -5996 
 cnt:1893  val: -6076 
 cnt:1894  val: -6592 
 cnt:1895  val: -6136 
 cnt:1896  val: -6152 
 cnt:1897  val: -6664 
 cnt:1898  val: -6668 
 cnt:1899  val: -6748 
 cnt:1900  val: -6988 
 cnt:1901  val: -7068 
 cnt:1902  val: -7340 
 cnt:1903  val: -7348 
 cnt:1904  val: -7484 
 cnt:1905  val: -7988 
 cnt:1906  val: -7580 
 cnt:1907  val: -7620 
 cnt:1908  val: -8000 
 cnt:1909  val: -8000 
 cnt:1910  val: -8000 
 cnt:1911  val: -8000 
 cnt:1912  val: -8000 
 cnt:1913  val: -8000 
 cnt:1914  val: -7980 
 cnt:1915  val: -7460 
 cnt:1916  val: -7740 
 cnt:1917  val: -7460 
 cnt:1918  val: -7320 
 cnt:1919  val: -7008 
 cnt:1920  val: -7008 
 cnt:1921  val: -7008 
 cnt:1922  val: -6852 
 cnt:1923  val: -6676 
 cnt:1924  val: -6256 
 cnt:1925  val: -6544 
 cnt:1926  val: -6236 
 cnt:1927  val: -6004 
